stem,stem_genders
acakfvas,mfn
acakra,mfn
acakzurvizaya,mfn
acakzuzka,mfn
acakzuzwva,n
acakzus,n
acakzus,mfn
acaRqa,mfn
acaRqamarIci,m
acaRqI,f
acatura,mfn
acandra,mfn
acapala,mfn
acara,mfn
acaraRa,n
acaraRa,mfn
acaraRIya,mfn
acarat,mfn
acarama,mfn
acaramavayas,n
acarita,n
acarizyat,mfn
acarmaka,mfn
acala,mfn
acala,m
acalakIlA,f
acalatviz,m
acalaDfti,f
acalapura,n
acalaBrAtf,m
acalamati,m
acalaSrezWa,m
acalA,f
acalADipa,m
acalAsaptamI,f
acAkrika,mfn
acAkrikatA,f
acApalya,n
acAru,mfn
acit,mfn
acit,f
acita,mfn
acitta,mfn
acittapAjas,m
acittamanas,m
acitti,f
acitra,mfn
acitra,n
acintA,f
acintita,mfn
acintya,mfn
acintya,m
acintyakarman,mfn
acintyarUpa,mfn
acira,mfn
aciradyuti,f
acirapraBA,f
aciraprasUtA,f
aciraBAs,f
aciramfta,mfn
acirarocis,f
acirA,f
acirAMSu,m
acirABA,f
aciroQA,f
acizwu,mfn
acetana,mfn
acetas,mfn
acetAna,mfn
acezwa,mfn
acezwatA,f
acEtanya,n
acodat,mfn
acodas,mfn
acCa,mfn
acCa,m
acCawASabda,m
acCawAsaMGAta,m
acCandaska,mfn
acCaBalla,m
acCAya,mfn
acCAvAka,m
acCAvAkIya,mfn
acCAvAkIya,n
acCidyamAna,mfn
acCidra,mfn
acCidra,n
acCidrakARqa,n
acCidrokTa,mfn
acCidroti,mfn
acCidroDnI,f
acCinna,mfn
acCinnapattra,mfn
acCinnaparRa,mfn
acCuptA,f
acCUrikA,f
acCUrI,f
acCeta,mfn
acCetya,mfn
acCedika,mfn
acCedya,mfn
acCera,mfn
acCokti,f
acCoda,mfn
acCoda,n
acCodA,f
acyAvin,mfn
acyuta,mfn
acyuta,m
acyutakzit,m
acyutacakravartin,m
acyutacyut,mfn
acyutaja,m
acyutajallakin,m
acyutadanta,m
acyutanta,m
acyutapAjas,m
acyutamanas,m
acyutamUrti,m
acyutaruz,f
acyutavAsa,m
acyutasTala,n
acyutAgraja,m
acyutopADyAya,m
aja,m
aja,mfn
ajaka,m
ajakarRa,m
ajakarRaka,m
ajakava,m
ajakA,f
ajakAjAta,n
ajakAva,mfn
ajakAva,mn
ajakUlA,f
ajakzIra,n
ajagati,mfn
ajaganDA,f
ajaganDikA,f
ajaganDinI,f
ajagara,m
ajagarI,f
ajagallikA,f
ajagava,m
ajagAva,m
ajagAva,n
ajaGanya,mfn
ajaGnivas,mfn
ajajIvana,m
ajajIvika,m
ajawA,f
ajaqa,mfn
ajaqaDI,mfn
ajaqA,f
ajatA,f
ajaTyA,f
ajadaRqI,f
ajadevatA,f
ajana,m
ajana,n
ajana,mfn
ajanani,f
ajanayonija,m
ajanAmaka,m
ajani,f
ajanta,mfn
ajanman,mfn
ajanya,mfn
ajanya,n
ajapa,m
ajapaTa,m
ajapada,mfn
ajapA,f
ajapAd,m
ajapAda,mfn
ajapArSva,m
ajapAla,m
ajabaBru,n
ajaBakza,m
ajamAyu,m
ajamAra,m
ajamIQa,m
ajamI|a,m
ajamuKa,mfn
ajamuKI,f
ajamoda,m
ajamodA,f
ajamodikA,f
ajamBa,m
ajaya,m
ajaya,mfn
ajayapAla,m
ajayavarman,m
ajayasiMha,m
ajayA,f
ajayya,mfn
ajara,mfn
ajaraka,mn
ajarat,mfn
ajarayu,mfn
ajarA,f
ajarAmara,mfn
ajarya,mfn
ajarya,n
ajarzaBa,m
ajalambana,n
ajaloma,n
ajaloman,m
ajaloman,mfn
ajaloman,n
ajalomI,f
ajavas,mfn
ajavasti,m
ajavAha,m
ajavITI,f
ajaSfNgI,f
ajastunda,n
ajasra,mfn
ajahat,mfn
ajahatsvArTA,f
ajahalliNga,m
ajahA,f
ajA,f
ajAkfpARIya,mfn
ajAkzIra,n
ajAgara,mfn
ajAgara,m
ajAgala,m
ajAgalastana,m
ajAji,f
ajAjI,f
ajAjIva,m
ajAta,mfn
ajAtakakud,m
ajAtapakza,mfn
ajAtaloman,mfn
ajAtavyaYjana,mfn
ajAtavyavahAra,m
ajAtaSatru,mfn
ajAtaSatru,m
ajAtAnuSaya,mfn
ajAtAri,m
ajAti,f
ajAtOlvali,m
ajAtva,n
ajAda,m
ajAdanI,f
ajAnat,mfn
ajAni,m
ajAntrI,f
ajApayas,n
ajApAlaka,mfn
ajApAlaka,m
ajAmi,mfn
ajAmi,n
ajAmitA,f
ajAmitva,n
ajAyamAna,mfn
ajAvi,m
ajAvika,n
ajASva,n
ajASva,m
ajikA,f
ajita,mfn
ajita,m
ajitakeSakambala,m
ajitabalA,f
ajitavikrama,m
ajitAtman,mfn
ajitApIqa,m
ajitendriya,mfn
ajina,n
ajina,m
ajinapattrA,f
ajinapattrikA,f
ajinapattrI,f
ajinaPalA,f
ajinayoni,m
ajinaratna,n
ajinavAsin,mfn
ajinasanDa,m
ajira,mfn
ajira,m
ajira,n
ajiravatI,f
ajiraSocis,m
ajirA,f
ajirADirAja,m
ajirIya,mfn
ajihma,mfn
ajihma,m
ajihmaga,mfn
ajihmaga,m
ajihmAgra,mfn
ajihva,mfn
ajihva,m
ajIkava,n
ajIgarta,m
ajIta,mfn
ajItapunarvaRya,n
ajIti,f
ajIrRa,mfn
ajIrRa,n
ajIrRi,f
ajIrRin,mfn
ajIrti,f
ajIryat,mfn
ajIryattA,f
ajIva,mfn
ajIvat,mfn
ajIvana,mfn
ajIvani,f
ajIvita,n
ajugupsita,mfn
ajur,mfn
ajuzwa,mfn
ajuzwi,f
ajU,mfn
ajUryat,mfn
ajetavya,mfn
ajeya,mfn
ajeya,n
ajEkapAd,m
ajEqaka,n
ajoza,mfn
ajozya,mfn
ajjukA,f
ajjU,f
ajJawA,f
ajJala,m
ajYa,mfn
ajYakA,f
ajYatA,f
ajYatva,n
ajYAta,mfn
ajYAtaka,mfn
ajYAtakulaSIla,mfn
ajYAtaketa,mfn
ajYAtaBukta,mfn
ajYAtayakzma,m
ajYAtavAsa,mfn
ajYAtaSIla,mfn
ajYAti,m
ajYAna,n
ajYAna,mfn
ajYAnakfta,mfn
ajYAnatA,f
ajYAnatva,n
ajYAnabanDana,n
ajYAnaboDinI,f
ajYAnaviDvaMsana,m
ajYAnin,mfn
ajYAs,mfn
ajYikA,f
ajYeya,mfn
ajma,m
ajman,n
ajyAni,f
ajyAyas,mfn
ajyeyatA,f
ajyezWa,mfn
ajyezWavftti,mfn
ajra,m
ajrya,mfn
ajvin,mfn
aYcati,m
aYcatI,f
aYcana,n
aYcala,m
aYcita,mfn
aYcitapattra,m
aYcitapattrAkza,mfn
aYcitaBrU,f
aYcitalANgUla,mfn
aYjaHsava,m
aYjaka,m
aYjana,m
aYjana,n
aYjanaka,m
aYjanakI,f
aYjanakeSa,mfn
aYjanakeSI,f
aYjananAmikA,f
aYjanA,f
aYjanAgiri,m
aYjanADikA,f
aYjanAmBas,n
aYjanAvatI,f
aYjanikA,f
aYjanI,f
aYjali,m
aYjalika,mn
aYjalikarman,n
aYjalikA,f
aYjalikArikA,f
aYjalipuwa,m
aYjalibanDana,n
aYjalIkfta,mfn
aYjas,n
aYjasa,mfn
aYjasAyana,mfn
aYjasI,f
aYjasIna,mfn
aYjaspA,mfn
aYji,mfn
aYji,m
aYjika,m
aYjimat,mfn
aYjiva,mfn
aYjizWa,m
aYjizWu,m
aYjizRu,m
aYjisakTa,mfn
aYjihizA,f
aYjI,f
aYjIra,n
aYjyeta,mfn
awaka,mfn
awawyA,f
awana,mfn
awana,n
awani,f
awanI,f
awamAna,m
awaruza,m
awarUza,m
awala,mfn
awavi,f
awavI,f
awavISiKara,m
awA,f
awAwA,f
awAwyamAna,mfn
awAwyA,f
awwa,m
awwa,n
awwa,mfn
awwaka,m
awwana,n
awwapatiBAgAKyagfhakftya,n
awwapAlaka,m
awwasTalI,f
awwahasita,n
awwahAsa,m
awwahAsaka,m
awwahAsin,m
awwahAsya,n
awwA,f
awwAwwahAsa,m
awwAla,m
awwAlaka,m
awwAlikA,f
awwAlikAkAra,m
awwilikA,f
awRAra,m
awyA,f
aWida,m
aWillA,f
aqakavatI,f
aqara,m
aquva,m
aqqana,n
aRaka,mfn
aRakIya,mfn
aRavya,n
aRasa,m
aRi,m
aRiman,m
aRiman,n
aRizWa,mfn
aRI,f
aRIci,m
aRIcin,m
aRImARqavya,m
aRIyas,mfn
aRIyaska,mfn
aRu,mfn
aRu,m
aRu,n
aRuka,mfn
aRuka,n
aRutara,mfn
aRutA,f
aRutEla,n
aRutva,n
aRupriyaNgu,m
aRuBA,f
aRumaDyabIja,n
aRumAtra,mfn
aRumAtrika,mfn
aRureRu,mf
aRureRujAla,n
aRurevatI,f
aRuvAdin,mfn
aRuvedAnta,m
aRuvrata,n
aRuvrIhi,m
aRuha,m
aRUBAva,m
aRWita,mfn
aRqa,n
aRqaka,m
aRqaka,n
aRqakawAha,m
aRqakowarapuzpI,f
aRqakoSa,m
aRqakoza,m
aRqakozaka,m
aRqaja,mfn
aRqaja,m
aRqajA,f
aRqajeSvara,m
aRqadala,n
aRqaDara,m
aRqara,mfn
aRqavarDana,n
aRqavfdDi,f
aRqasU,f
aRqAkarzaRa,n
aRqAkAra,mfn
aRqAkAra,m
aRqAkfti,mfn
aRqAkfti,f
aRqAlu,m
aRqika,m
aRqikA,f
aRqIra,m
aRquka,m
aRva,n
aRvanta,m
aRvI,f
atajjYa,mfn
atawa,mfn
atawa,m
atattvavid,mfn
atattvArTavat,mfn
ataTA,mfn
ataTocita,mfn
ataTya,mfn
atadarha,mfn
atadguRa,m
atana,m
atana,n
atanavat,m
atanu,mfn
atanu,m
atantra,mfn
atantra,n
atandra,mfn
atandrita,mfn
atandrin,mfn
atandrI,mfn
atapa,m
atapas,mfn
atapaska,mfn
atapasya,mfn
atapta,mfn
ataptatanU,mfn
ataptatapas,m
atapyamAna,mfn
atamas,mfn
atamAvizwa,mfn
atamisra,mfn
atameru,mfn
atarka,m
atarka,mfn
atarkita,mfn
atarkitopapanna,mfn
atarkya,mfn
atarkyasahasraSakti,m
atala,n
atala,m
atalasparSa,mfn
atalaspfS,mfn
atasa,m
atasa,n
atasAyya,mfn
atasi,m
atasI,f
ataskara,mfn
atasTAna,mfn
atApasa,mfn
atikaWora,mfn
atikaTa,mfn
atikaTa,f
atikaTA,f
atikandaka,m
atikarzaRa,n
atikalyARa,mfn
atikaSa,mfn
atikAnta,mfn
atikAya,mfn
atikAya,m
atikiriwa,mfn
atikirIwa,mfn
atikutsita,mfn
atikulva,mfn
atikfcCra,m
atikfcCra,mfn
atikfta,mfn
atikftArTa,mfn
atikfti,f
atikfSa,mfn
atikfzRa,mfn
atikeSara,m
atikrama,m
atikramaRa,n
atikramaRa,mfn
atikramaRIya,mfn
atikramin,mfn
atikrAnta,mfn
atikrAntanizeDa,mfn
atikrAntAtikrAnta,mfn
atikrAnti,f
atikrAmaka,mfn
atikrudDa,mfn
atikruD,f
atikruzwa,n
atikzipta,mfn
atikzipta,n
atiKawva,mfn
atiKara,mfn
atiga,mfn
atigaRqa,mfn
atigaRqa,m
atigata,mfn
atiganDa,mfn
atiganDa,m
atiganDAlu,m
atigarIyas,n
atigarvita,mfn
atigava,mfn
atigahana,mfn
atigAQa,mfn
atigArgya,m
atiguRa,mfn
atigupta,mfn
atiguru,mfn
atiguhA,f
atigo,f
atigraha,m
atigrAha,m
atigrAhya,m
atiGa,m
atiGnI,f
atiGnya,mfn
aticaRqa,mfn
aticamU,mfn
aticara,mfn
aticaraRa,n
aticarA,f
aticApalya,n
aticAra,m
aticArin,mfn
aticira,mfn
aticCanda,m
aticCandas,mfn
aticCandas,fn
aticCandas,n
atiCattra,m
atiCattraka,m
atiCattraka,f
atiCattrakA,f
atiCattrA,f
atijagatI,f
atijana,mfn
atijara,mfn
atijaras,mfn
atijala,mfn
atijava,m
atijava,mfn
atijAgara,mfn
atijAgara,m
atijAta,mfn
atijIrRa,mfn
atijIrRatA,f
atijIva,mfn
atiqIna,n
atitata,mfn
atitapasvin,mfn
atitArin,mfn
atitArya,mfn
atitikzamARa,mfn
atitIkzRa,mfn
atitIvra,mfn
atitIvrA,f
atitfRRa,mfn
atitfpti,f
atitfzRa,mfn
atitfzRA,f
atitrasnu,mfn
atiTi,m
atiTikriyA,f
atiTigva,m
atiTitva,n
atiTideva,mfn
atiTidveza,m
atiTiDarma,m
atiTiDarmin,mfn
atiTin,mfn
atiTin,m
atiTipati,m
atiTipUjana,n
atiTipUjA,f
atiTisatkAra,m
atiTisevA,f
atiTyarTa,mfn
atidagDa,mfn
atidagDa,n
atidatta,m
atidantura,mfn
atidarpa,m
atidarpa,mfn
atidarSin,mfn
atidAtf,m
atidAna,n
atidAnta,m
atidAruRa,mfn
atidAha,m
atidizwa,mfn
atidIpya,m
atidIrGa,mfn
atiduHKita,mfn
atiduHsaha,mfn
atidurgata,mfn
atidurDarza,mfn
atidurlamBa,mfn
atiduzkara,mfn
atidUra,mfn
atidUra,n
atideva,m
atideSa,m
atideSa,mfn
atidoza,m
atidvaya,mfn
atiDanvan,m
atiDavala,mfn
atiDfti,f
atiDenu,mfn
atinAman,m
atinAzwra,mfn
atinicft,f
atinidra,mfn
atinidrA,f
atinipuRa,mfn
atinIca,mfn
atinO,mfn
atipaYcA,f
atipawIkzepa,m
atipatana,n
atipatita,mfn
atipatti,f
atipattra,m
atipaTin,m
atipada,mfn
atipanna,mfn
atipara,mfn
atipara,m
atiparokza,mfn
atiparokzavftti,mfn
atipAta,m
atipAtaka,n
atipAtita,mfn
atipAtita,n
atipAtin,mfn
atipAtya,mfn
atipAda,m
atipAdanicft,f
atipAraya,mfn
atipitAmaha,m
atipitf,m
atipuruza,m
atipUta,mfn
atipUruza,m
atipeSala,mfn
atiprakASa,mfn
atipraRaya,m
atiprabanDa,m
atipramARa,mfn
atipravaraRa,n
atipravidDa,mfn
atipravftti,f
atipravfdDa,mfn
atipraSna,m
atipraSnya,mfn
atiprasakti,f
atiprasaNga,m
atiprasanna,n
atiprasidDa,mfn
atiprasfta,mfn
atiprARapriya,mfn
atiprezita,n
atiprOQa,mfn
atiprOQayOvana,mfn
atibala,mfn
atibala,m
atibalA,f
atibahu,mfn
atibAlaka,m
atibAlaka,mfn
atibAhu,m
atibIBatsa,mfn
atiboDisattva,mfn
atibrahmacarya,n
atibrahman,m
atiBAra,m
atiBAraga,m
atiBAraBUta,mfn
atiBAva,m
atiBI,m
atiBIzaRa,mfn
atiBUmi,f
atiBfta,mfn
atiBojana,n
atiBrU,mfn
atimaNgalya,mfn
atimaNgalya,m
atimati,f
atimati,mfn
atimaDyandina,n
atimanuzyabudDi,mfn
atimanoraTakrama,m
atimartya,mfn
atimaryAda,mfn
atimarSa,m
atimAtra,mfn
atimAna,m
atimAnita,mfn
atimAnitA,f
atimAnin,mfn
atimAnuza,mfn
atimAya,mfn
atimAra,m
atimAruta,mfn
atimAruta,m
atimAla,mfn
atimita,mfn
atimirmira,mfn
atimukta,mfn
atimukta,m
atimuktaka,m
atimukti,f
atimUrti,f
atimftyu,mfn
atimemiza,mfn
atimETuna,n
atimokza,m
atimokzin,mfn
atimodA,f
atiyava,m
atiyaSa,mfn
atiyaSas,mfn
atiyAja,m
atiyAtrA,f
atiyuvan,mfn
atiyoga,m
atiraMhas,mfn
atirakta,mfn
atiraktA,f
atiraTa,m
atiraBasa,m
atirasA,f
atirAjakumAri,mfn
atirAjan,m
atirAjYI,f
atirAtra,mfn
atirAtra,m
atirAtrayAjin,m
atirAtrasavanIyapaSu,m
atirikta,mfn
atiriktatA,f
atiriktANga,mfn
atiriktANga,n
atiruc,m
atirucira,mfn
atirucirA,f
atiruz,mfn
atirUpa,mfn
atirUpa,n
atireka,m
atirekin,mfn
atiroka,m
atiroga,m
atiromaSa,mfn
atiromaSa,m
atilakzmI,mfn
atilakzmI,f
atilaNGana,n
atilamba,mfn
atilihA,f
atilubDa,mfn
atilulita,mfn
atiloBa,mfn
atiloBa,m
atiloBatA,f
atiloma,mfn
atilomaSa,mfn
atilomaSA,f
atilohita,mfn
atilOlya,n
ativaktf,mfn
ativakra,mfn
ativakrA,f
ativara,m
ativartana,n
ativartin,mfn
ativartula,mfn
ativartula,m
ativAta,m
ativAda,m
ativAdin,mfn
ativAsa,m
ativAhana,n
ativAhika,mfn
ativAhika,m
ativAhya,mfn
ativAhya,n
ativikawa,mfn
ativikawa,m
atividDa,mfn
ativipina,mfn
ativilambin,mfn
ativiSrabDa,mfn
ativiSrabDanavoQA,f
ativiSva,m
ativiza,mfn
ativizA,f
ativIryapraBa,m
ativfMhita,mfn
ativftti,f
ativfdDa,mfn
ativfdDi,f
ativfzwi,f
ativfzwihata,mfn
ativepaTu,m
ativepaTu,mfn
ativepaTumat,mfn
ativela,mfn
ativEcakzaRya,n
ativESasa,mfn
ativoQf,m
ativyaTana,n
ativyaTA,f
ativyaya,m
ativyasta,mfn
ativyADin,mfn
ativyADya,mfn
ativyApta,mfn
ativyApti,f
atiSaMsana,n
atiSaMsanA,f
atiSakkarI,f
atiSakta,mfn
atiSakti,mfn
atiSakti,f
atiSaktitA,f
atiSaktiBAj,mfn
atiSakra,mfn
atiSakvarI,f
atiSaNkA,f
atiSaya,m
atiSaya,mfn
atiSayana,mfn
atiSayanI,f
atiSayavat,mfn
atiSayita,mfn
atiSayin,mfn
atiSayokti,f
atiSayopamA,f
atiSarvara,n
atiSasta,mfn
atiSastra,mfn
atiSAkvara,mfn
atiSAta,mfn
atiSAyana,n
atiSAyin,mfn
atiSizwa,mfn
atiSukra,mfn
atiSukla,mfn
atiSeza,m
atiSoBana,mfn
atiSrI,mfn
atiSreyasi,m
atiSrezWa,mfn
atiSrezWatva,n
atiSlakzRa,mfn
atiSva,mfn
atiSvA,m
atizakta,mfn
atizita,mfn
atizkadvan,mfn
atizWat,mfn
atizWA,f
atizWA,mf
atizWAvat,mfn
atizWAvan,m
atisaMcaya,m
atisaMtapta,mfn
atisaMDAna,n
atisaMDeya,mfn
atisaMskfta,mfn
atisakti,f
atisaktimat,mfn
atisanDita,mfn
atisamarTa,mfn
atisamIpa,mfn
atisamparka,m
atisara,m
atisarasvatI,f
atisarga,m
atisarjana,n
atisarva,mfn
atisarva,m
atisAMvatsara,mfn
atisADvasa,n
atisAntapana,n
atisAmyA,f
atisAra,m
atisArakin,mfn
atisArin,mfn
atisitANgavihaMga,m
atisidDi,f
atisujana,mfn
atisundara,mfn
atisundara,mf
atisulaBa,mfn
atisuhita,mfn
atisfjya,mfn
atisfzwi,f
atisena,m
atisevA,f
atisOparRa,mfn
atisOraBa,mfn
atisOraBa,n
atisOhitya,n
atistuti,f
atistri,mfn
atisTira,mfn
atisTUla,mfn
atisnigDa,mfn
atisparSa,m
atisPira,mfn
atisrAvita,mfn
atisruta,mfn
atisvapna,m
atisvapna,n
atisvasTa,mfn
atisvArya,mfn
atisvinna,mfn
atihata,mfn
atihasita,n
atihAra,m
atihAsa,m
atihita,mfn
atihrasva,mfn
atIkASa,m
atIkzRa,mfn
atIcAra,m
atIta,mfn
atIta,m
atIta,n
atItakAla,m
atItanOka,mfn
atItvarI,f
atIndriya,mfn
atIndriya,m
atIndriya,n
atIreka,m
atIrRa,mfn
atIrTa,n
atIvAda,m
atIvra,mfn
atISa,m
atIsAra,m
atIsArakin,mfn
atIsArin,mfn
atuNga,mfn
atunda,mfn
atura,mfn
atula,mfn
atula,m
atulya,mfn
atulyapraBa,m
atuza,mfn
atuzArakara,m
atuzwi,f
atuhinaDAman,m
atuhinaraSmi,m
atuhinaruci,m
atUtuji,mfn
atUrta,mfn
atUrta,n
atUrtadakza,m
atfRAda,m
atfRyA,f
atfdila,mfn
atfpa,mfn
atfpRuvat,mfn
atfpta,mfn
atfptadfS,mfn
atfpti,f
atfzita,mfn
atfzRaj,mfn
atfzya,mfn
atfzyat,mfn
atejas,n
atejas,mfn
atejaska,mfn
atejasvin,mfn
atejomaya,mfn
atEjasa,mfn
atonya,mfn
atozaRIya,mfn
atka,m
atkIla,m
attali,m
attavya,mfn
attA,f
atti,m
atti,f
attikA,f
attf,m
attrIRi,m
atna,m
atnu,m
atya,m
atya,mfn
atyaMha,m
atyaMhas,mfn
atyakzara,mfn
atyagni,m
atyagni,mfn
atyagnizwoma,m
atyagnisomArka,mfn
atyagra,mfn
atyaNkuSa,mfn
atyaNgula,mfn
atyaRu,mfn
atyadButa,mfn
atyadButa,m
atyadButa,n
atyaDvan,m
atyanila,mfn
atyanta,mfn
atyantakopana,mfn
atyantaga,mfn
atyantagata,mfn
atyantagati,f
atyantagAmin,mfn
atyantaguRin,mfn
atyantatiraskftavAcyaDvani,f
atyantapIqana,n
atyantavAsin,m
atyantasaMyoga,m
atyantasamparka,m
atyantasukumAra,mfn
atyantasukumAra,m
atyantABAva,m
atyantika,mfn
atyantika,n
atyantIna,mfn
atyaBisfta,mfn
atyamarzaRa,mfn
atyamarzin,mfn
atyamla,mfn
atyamla,m
atyamlaparRI,f
atyamlA,f
atyaya,m
atyayikapiRqapAta,m
atyayin,mfn
atyarAti,m
atyarTa,mfn
atyalpa,mfn
atyavi,m
atyaSana,n
atyaSnat,mfn
atyazwi,f
atyazwisAmagrI,f
atyasama,mfn
atyasta,mfn
atyahna,mfn
atyAkara,m
atyAKaRqalavikrama,mfn
atyAcAra,m
atyAcAra,mfn
atyAdara,m
atyAdAna,n
atyAditya,mfn
atyADAna,n
atyAnanda,m
atyAnanda,mfn
atyApti,f
atyAya,m
atyAyu,n
atyAyus,mfn
atyArUQi,f
atyAroha,m
atyAla,m
atyASA,f
atyASita,mfn
atyASramin,m
atyAsanna,mfn
atyAsArin,mfn
atyAhAra,m
atyAhArin,mfn
atyAhita,n
atyAhita,mfn
atyuktA,f
atyukti,f
atyukTA,f
atyugra,mfn
atyugra,n
atyuccErDvani,m
atyutkawa,mfn
atyutsAha,m
atyudAra,mfn
atyupaDa,mfn
atyurvISa,m
atyulbaRa,mfn
atyulvaRa,mfn
atyuzRa,mfn
atyUDnI,f
atyUrDvAkza,mfn
atyUrmi,mfn
atyUha,m
atyUhA,f
atyfzaBa,m
atra,mfn
atra,m
atra,n
atratya,mfn
atradaGna,mfn
atrapa,mfn
atrapu,mfn
atrapus,mfn
atraBavat,mfn
atrasad,mfn
atrasnu,mfn
atrasyat,mfn
atrAsita,mfn
atri,m
atricaturaha,m
atrijAta,m
atrijAta,mfn
atridfgja,m
atrin,m
atrinetraja,m
atrinetrapraBava,m
atrinetraprasUta,m
atrinetraBU,m
atrinetrasUta,m
atriBAradvAjikA,f
atrirAtrayAjin,mfn
atrisaMhitA,f
atrismfti,f
atvakka,mfn
atvac,mfn
atvara,mfn
atvarA,f
atsaruka,mfn
aTari,f
aTarI,f
aTarya,mfn
aTaryU,mfn
aTarva,m
aTarvaRa,m
aTarvaRi,m
aTarvan,m
aTarvan,mn
aTarvaBUta,m
aTarvavid,m
aTarvaveda,m
aTarvaSiKA,f
aTarvaSiras,n
aTarvaSiras,m
aTarvahfdaya,n
aTarvANgiras,m
aTarvANgirasa,mfn
aTarvANgirasa,n
aTarvANgirasa,m
aTarvARa,n
aTarvARavid,m
aTarvI,f
ad,mfn
ada,mfn
adaka,mfn
adakza,mfn
adakziRa,mfn
adakziRatva,n
adakziRIya,mfn
adakziRya,mfn
adagDa,mfn
adaRqa,mfn
adaRqa,n
adaRqana,n
adaRqanIya,mfn
adaRqavAsika,mfn
adaRqya,mfn
adat,mfn
adatka,mfn
adatta,mfn
adatta,n
adattA,f
adattAdAna,n
adattAdAyika,m
adattAdAyin,m
adana,n
adanIya,mfn
adanta,mfn
adanta,m
adantaka,mfn
adantajAta,mfn
adantAGAtin,mfn
adantya,mfn
adantya,n
adabDa,mfn
adabDacakzus,mfn
adabDaDIti,mfn
adabDavratapramati,mfn
adabDAyu,m
adabDAsu,mfn
adaBa,mfn
adaBra,mfn
adamBa,mfn
adamBa,m
adamBitva,n
adamya,mfn
adaya,mfn
adayAlu,mfn
adayIya,mfn
adara,mfn
adaraka,m
adaridra,mfn
adarSa,m
adarSana,n
adarSana,mfn
adarSanapaTa,n
adarSanIya,mfn
adarSanIya,n
adala,mfn
adala,m
adalA,f
adaSamAsya,mfn
adas,mf
adasta,mfn
adAkziRAtya,m
adAkziRya,n
adAtf,mfn
adAdi,mfn
adAna,n
adAna,mfn
adAnava,m
adAnIya,mfn
adAnta,mfn
adAnya,mfn
adABya,mfn
adABya,m
adAman,mfn
adAyAda,mfn
adAyika,mfn
adAyin,mfn
adAra,m
adArasft,mfn
adASu,mfn
adASuri,mfn
adASvas,mfn
adAsa,m
adAsyat,mfn
adAhuka,mfn
adAhya,mfn
adikka,mfn
aditi,f
aditi,m
aditi,mfn
aditikuRqalAharaRa,n
aditija,m
adititva,n
aditinandana,m
aditsat,mfn
aditsu,mfn
adipsat,mfn
adIkzita,mfn
adIna,mfn
adIna,m
adInagAtratA,f
adInasattva,mfn
adInAtman,mfn
adIpita,mfn
adIrGa,mfn
adIrGadarSin,mfn
adIrGasUtra,mfn
aduHKa,mfn
aduHKanavamI,f
aduHKasuKavedanA,f
adugDa,mfn
aducCuna,mfn
adurga,mfn
adurgavizaya,m
adurmaKa,mfn
adurmaNgala,mfn
adurvftta,mfn
aduzkft,mfn
aduzwa,mfn
aduzwatva,n
aduhAna,mfn
adU,mfn
adUna,mfn
adUra,mfn
adUra,n
adUraBava,mfn
adUzita,mfn
adUzitaDI,mfn
adfQa,mfn
adfpita,mfn
adfpta,mfn
adfptakratu,mfn
adfpyat,mfn
adfS,mfn
adfSya,mfn
adfSyakaraRa,n
adfSyat,mfn
adfSyatI,f
adfzwa,mfn
adfzwa,m
adfzwa,n
adfzwakarman,mfn
adfzwakAma,m
adfzwaja,mfn
adfzwanara,m
adfzwaparasAmarTya,m
adfzwapuruza,m
adfzwapUrva,mfn
adfzwaPala,mfn
adfzwaPala,n
adfzwarUpa,mfn
adfzwavat,mfn
adfzwahan,m
adfzwArTa,mfn
adfzwASrutapUrvatva,n
adfzwi,f
adfzwikA,f
adeya,mfn
adeya,n
adeyadAna,n
adeva,mfn
adeva,m
adevaka,mfn
adevatA,f
adevatra,mfn
adevamAtfka,mfn
adevayat,mfn
adevayu,mfn
adevfGnI,f
adeSa,m
adeSakAla,n
adeSaja,mfn
adeSasTa,mfn
adeSika,mfn
adeSya,mfn
adeha,m
adEteya,m
adEva,mfn
adogDf,mfn
adomada,mfn
adomaDa,mfn
adomaya,mfn
adomUla,mfn
adoza,mfn
adozadarSin,mfn
adoha,m
adga,m
adDAtama,mfn
adDAti,m
adDApuruza,m
adDAboDeya,m
adDyAlohakarRa,mfn
adButa,mfn
adButa,m
adButa,n
adButakarman,mfn
adButakratu,mfn
adButaganDa,mfn
adButatama,n
adButatva,n
adButadarSana,mfn
adButaDarma,m
adButabrAhmaRa,n
adButaBImakarman,mfn
adButarasa,m
adButarAmAyaRa,n
adButarUpa,mfn
adButaSAnti,m
adButasaMkASa,mfn
adButasAra,m
adButasvana,m
adButArTa,mfn
adButEnas,mfn
adButottarakARqa,n
adButotpAta,m
adButopama,mfn
adButopamA,f
adman,n
admani,m
admara,mfn
admasad,m
admasadya,n
admasadvan,mfn
adya,mfn
adya,n
adyatana,mfn
adyatana,m
adyatanaBUta,m
adyatanI,f
adyatanIya,mfn
adyatva,n
adyadina,m
adyadivasa,m
adyayajYa,m
adyaSva,mfn
adyaSvIna,mfn
adyaSvInA,f
adyasutyA,f
adyAvaDi,mfn
adyASva,n
adyu,mfn
adyut,mfn
adyUtya,n
adyUtya,mfn
adyotaka,mfn
adrava,mfn
adravya,n
adravya,mfn
adri,m
adrikarRI,f
adrikA,f
adrikIlA,f
